1	0	24.4747961	54.3705762	Abu_Dhabi	Abu Dhabi
2	0	25.2683521	55.2961962	Dubai	Dubai
3	0	25.3575	55.390833	Sharjah	Sharjah
4	0	25.413611	55.445556	Ajman	Ajman
5	0	25.55 55.55		Umm_All_Quwain	Umm Al Quwain
6	0	25.8	55.966667	Ras_Al-Khaimah	Ras Al-Khaimah
7	0	25.133333	56.333333	Fujairah	Fujairah
8	0	24.200833	55.763611	Al_Ain	Al Ain
9	0			Western_Region	Western Region
10	0	25.339167	56.356111	Khor Fakkan	Khor Fakkan
